torneo,fecha,date,local,visitante,resultado
Clausura 00,8,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,8,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,8,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,8,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,9,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,9,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,9,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,9,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,9,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,9,13/02/2000,Instituto,River,1 - 2
Clausura 00,9,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,9,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,9,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,9,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,10,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,10,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,10,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,10,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,10,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,10,13/02/2000,Instituto,River,1 - 2
Clausura 00,10,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,10,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,10,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,10,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,11,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,11,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,11,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,11,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,11,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,11,13/02/2000,Instituto,River,1 - 2
Clausura 00,11,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,11,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,11,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,11,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,12,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,12,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,12,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,12,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,12,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,12,13/02/2000,Instituto,River,1 - 2
Clausura 00,12,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,12,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,12,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,12,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,13,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,13,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,13,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,13,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,13,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,13,13/02/2000,Instituto,River,1 - 2
Clausura 00,13,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,13,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,13,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,13,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,14,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,14,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,14,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,14,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,14,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,14,13/02/2000,Instituto,River,1 - 2
Clausura 00,14,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,14,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,14,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,14,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,15,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,15,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,15,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,15,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,15,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,15,13/02/2000,Instituto,River,1 - 2
Clausura 00,15,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,15,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,15,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,15,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,16,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,16,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,16,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,16,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,16,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,16,13/02/2000,Instituto,River,1 - 2
Clausura 00,16,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,16,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,16,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,16,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,17,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,17,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,17,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,17,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,17,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,17,13/02/2000,Instituto,River,1 - 2
Clausura 00,17,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,17,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,17,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,17,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,18,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,18,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,18,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,18,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,18,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,18,13/02/2000,Instituto,River,1 - 2
Clausura 00,18,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,18,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,18,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,18,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Clausura 00,19,11/02/2000,Racing,Talleres Cba.,3 - 1
Clausura 00,19,11/02/2000,Belgrano Cba.,LanÃºs,2 - 4
Clausura 00,19,12/02/2000,Central,Gimnasia (J),2 - 0
Clausura 00,19,13/02/2000,Independiente,Boca,1 - 3
Clausura 00,19,13/02/2000,San Lorenzo,Newell's,1 - 0
Clausura 00,19,13/02/2000,Instituto,River,1 - 2
Clausura 00,19,13/02/2000,Estudiantes LP,Argentinos,1 - 1
Clausura 00,19,13/02/2000,ColÃ³n,VÃ©lez,1 - 0
Clausura 00,19,13/02/2000,Chacarita,Gimnasia LP,1 - 2
Clausura 00,19,14/02/2000,Ferro,UniÃ³n SF,2 - 3
Apertura 00,1,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,1,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,1,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,1,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,1,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,1,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,1,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,1,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,1,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,1,13/08/2000,Central,Almagro,1 - 1
Apertura 00,2,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,2,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,2,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,2,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,2,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,2,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,2,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,2,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,2,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,2,13/08/2000,Central,Almagro,1 - 1
Apertura 00,3,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,3,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,3,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,3,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,3,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,3,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,3,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,3,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,3,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,3,13/08/2000,Central,Almagro,1 - 1
Apertura 00,4,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,4,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,4,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,4,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,4,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,4,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,4,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,4,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,4,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,4,13/08/2000,Central,Almagro,1 - 1
Apertura 00,5,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,5,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,5,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,5,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,5,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,5,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,5,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,5,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,5,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,5,13/08/2000,Central,Almagro,1 - 1
Apertura 00,6,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,6,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,6,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,6,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,6,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,6,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,6,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,6,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,6,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,6,13/08/2000,Central,Almagro,1 - 1
Apertura 00,7,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,7,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,7,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,7,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,7,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,7,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,7,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,7,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,7,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,7,13/08/2000,Central,Almagro,1 - 1
Apertura 00,8,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,8,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,8,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,8,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,8,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,8,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,8,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,8,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,8,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,8,13/08/2000,Central,Almagro,1 - 1
Apertura 00,9,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,9,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,9,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,9,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,9,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,9,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,9,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,9,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,9,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,9,13/08/2000,Central,Almagro,1 - 1
Apertura 00,10,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,10,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,10,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,10,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,10,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,10,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,10,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,10,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,10,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,10,13/08/2000,Central,Almagro,1 - 1
Apertura 00,11,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,11,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,11,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,11,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,11,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,11,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,11,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,11,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,11,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,11,13/08/2000,Central,Almagro,1 - 1
Apertura 00,12,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,12,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,12,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,12,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,12,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,12,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,12,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,12,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,12,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,12,13/08/2000,Central,Almagro,1 - 1
Apertura 00,13,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,13,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,13,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,13,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,13,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,13,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,13,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,13,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,13,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,13,13/08/2000,Central,Almagro,1 - 1
Apertura 00,14,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,14,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,14,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,14,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,14,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,14,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,14,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,14,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,14,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,14,13/08/2000,Central,Almagro,1 - 1
Apertura 00,15,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,15,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,15,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,15,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,15,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,15,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,15,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,15,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,15,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,15,13/08/2000,Central,Almagro,1 - 1
Apertura 00,16,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,16,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,16,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,16,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,16,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,16,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,16,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,16,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,16,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,16,13/08/2000,Central,Almagro,1 - 1
Apertura 00,17,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,17,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,17,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,17,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,17,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,17,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,17,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,17,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,17,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,17,13/08/2000,Central,Almagro,1 - 1
Apertura 00,18,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,18,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,18,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,18,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,18,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,18,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,18,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,18,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,18,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,18,13/08/2000,Central,Almagro,1 - 1
Apertura 00,19,28/07/2000,San Lorenzo,Gimnasia LP,3 - 0
Apertura 00,19,29/07/2000,Talleres Cba.,Racing,3 - 0
Apertura 00,19,30/07/2000,VÃ©lez,LanÃºs,1 - 0
Apertura 00,19,30/07/2000,ColÃ³n,HuracÃ¡n,1 - 1
Apertura 00,19,30/07/2000,Estudiantes LP,River,1 - 1
Apertura 00,19,30/07/2000,Boca,Argentinos,4 - 0
Apertura 00,19,31/07/2000,Chacarita,UniÃ³n SF,0 - 0
Apertura 00,19,12/08/2000,Independiente,Belgrano Cba.,0 - 0
Apertura 00,19,12/08/2000,Los Andes,Newell's,1 - 1
Apertura 00,19,13/08/2000,Central,Almagro,1 - 1
Clausura 01,1,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,1,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,1,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,1,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,1,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,1,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,1,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,1,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,1,11/02/2001,Almagro,Central,1 - 3
Clausura 01,1,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,2,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,2,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,2,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,2,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,2,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,2,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,2,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,2,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,2,11/02/2001,Almagro,Central,1 - 3
Clausura 01,2,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,3,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,3,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,3,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,3,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,3,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,3,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,3,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,3,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,3,11/02/2001,Almagro,Central,1 - 3
Clausura 01,3,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,4,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,4,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,4,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,4,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,4,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,4,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,4,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,4,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,4,11/02/2001,Almagro,Central,1 - 3
Clausura 01,4,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,5,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,5,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,5,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,5,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,5,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,5,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,5,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,5,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,5,11/02/2001,Almagro,Central,1 - 3
Clausura 01,5,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,6,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,6,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,6,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,6,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,6,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,6,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,6,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,6,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,6,11/02/2001,Almagro,Central,1 - 3
Clausura 01,6,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,7,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,7,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,7,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,7,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,7,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,7,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,7,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,7,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,7,11/02/2001,Almagro,Central,1 - 3
Clausura 01,7,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,8,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,8,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,8,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,8,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,8,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,8,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,8,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,8,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,8,11/02/2001,Almagro,Central,1 - 3
Clausura 01,8,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,9,09/02/2001,Racing,Talleres Cba.,0 - 1
Clausura 01,9,10/02/2001,HuracÃ¡n,ColÃ³n,1 - 3
Clausura 01,9,10/02/2001,UniÃ³n SF,Chacarita,3 - 0
Clausura 01,9,10/02/2001,Belgrano Cba.,Independiente,0 - 0
Clausura 01,9,10/02/2001,LanÃºs,VÃ©lez,0 - 0
Clausura 01,9,11/02/2001,River,Estudiantes LP,6 - 2
Clausura 01,9,11/02/2001,Argentinos,Boca,2 - 2
Clausura 01,9,11/02/2001,Newell's,Los Andes,2 - 1
Clausura 01,9,11/02/2001,Almagro,Central,1 - 3
Clausura 01,9,11/02/2001,Gimnasia LP,San Lorenzo,2 - 2
Clausura 01,10,09/02/2001,Racing,Talleres Cba.,0 - 1
